,board,value
6423,1rbqk1nr/pp1p4/2pb1pp1/nN2P2p/2P4P/4BP2/PP2P1P1/R2QKBNR,1
6424,1rbqk2r/1p1p4/pBpb1ppn/4P2p/2PN3P/Pn3P2/1P2P1P1/R2QKBNR,1
6425,3qr3/r2k4/p4pp1/N1p1P2p/p1P1b2P/P3PPn1/nP2N1P1/2RK1B1R,1
6426,6n1/5k2/1r3p2/1p5K/8/1R6/2p5/8,-1
6427,6k1/8/8/4R3/8/6K1/8/8,-1
6428,8/8/7P/2p1k3/8/8/6K1/8,-1
6429,7R/2k5/8/8/8/8/4K3/8,-1
6430,8/8/8/8/N3K3/6k1/8/8,-1
6431,4r3/1Qpk1pPp/1p1p1P2/8/PRP3bP/8/N1PK2P1/5B1R,1
6432,r4k1r/p4N2/n1p1QBpp/1p5P/Pb3p2/3PPP2/1PP2KBP/R1N1R3,-1
6433,5rk1/2p4n/2P1P1Pb/ppnN4/8/B2P4/Pq2B1N1/Q1R2K2,-1
6434,6n1/1r3k2/5p2/1p5K/8/4R3/2p5/8,-1
6435,4kr2/8/pr1pP2R/3p3p/6pP/8/qP6/R2K4,-1
6436,6k1/8/8/5r2/8/8/1K6/8,1
6437,7k/5p2/2b2Pp1/3Pp3/p3p2P/P6r/8/1K5R,1
6438,6k1/8/8/2pn4/6r1/8/3nK3/8,1
6439,qr3Nk1/1R2R3/5p2/1pPp4/n7/1np3pB/2b4K/8,-1
6440,8/8/2KN2k1/1B6/8/7p/7P/8,-1
6441,5k1r/p4pp1/1q1bp3/3n2Q1/4N2p/5N1P/PPP2PP1/R1B1K2R,1
6442,3K4/7k/7p/p1n5/3r4/1b6/8/8,-1
6443,rnbqk3/1ppp1r2/3b1pN1/pN4pp/1P1Pp1PP/2P2P2/P1Q2KB1/1Rn4R,-1
6444,2knr3/p7/7p/2P5/p4Q1P/2P2P1R/N7/1R4KB,-1
6445,8/p6r/3n3R/7P/2Pk4/p4P1K/8/1R5B,-1
6446,7R/8/8/7P/p7/4n2k/8/7K,-1
6447,rnbqk1nr/ppppppbp/8/6p1/3N2PP/2N5/PPPPPP2/R1BQKB1R,-1
6448,8/8/1P3k2/3P4/8/p1R5/8/2n3bK,-1
6449,2K2k1N/1B6/8/8/8/7p/7P/8,-1
6450,2r1kb1r/p1pb2pp/np6/3QNp1P/8/2qPPP1B/PPP4P/R3BKNR,-1
6451,rn2kbnr/ppp1pppp/8/8/8/8/PPPBK3/R6b,-1
6452,3k4/8/8/8/4r3/N5B1/5K2/8,1
6453,7Q/8/1k4K1/3n4/8/8/8/8,-1
6454,8/p2k4/6np/2P5/6RP/p1P2P2/N4rBK/7R,-1
6455,2r1Nkn1/Q7/1B1p4/5Pp1/2p4p/2Nq3N/R5PP/b3KB1R,-1
6456,7k/8/1P3n2/4PN1p/2pQ2p1/4P2P/2P1R3/2R1K3,1
6457,qr3Nk1/R3R3/5p2/1pnp4/3n4/2p3pB/2b5/6K1,-1
6458,8/4K3/2r5/2R5/8/8/1k6/8,1
6459,r2qk2r/4pp2/p3Pn1P/2pp3p/PBP4P/N1P3P1/RP1K4/5R2,-1
6460,1b1k3N/6r1/6P1/P2P1p2/1B1P1P2/5r2/b5K1/8,1
6461,1r2qr2/3k4/1Pnp2Np/3R1p1P/1b4p1/p5PB/p4K1R/8,-1
6462,5N2/2k5/1n5p/7P/P5P1/R6N/8/2B3bK,-1
6463,8/1r6/3p3b/pp1p1P2/8/PK3n2/5k2/3R3n,-1
6464,1rq2b2/5kpr/1n2p2n/p1Qppb1p/1p1P2PP/PR6/1B1N1P2/2NRKB2,1
6465,5k2/2K5/1R6/p7/P7/8/8/6b1,-1
6466,8/3P1p1k/2b2P2/4p1pP/p3p3/r7/8/2K4R,1
6467,8/8/8/P7/bK6/8/8/k4r2,1
6468,1k5N/8/P5P1/3P1p2/5b2/1rr5/2bB4/7K,1
6469,8/8/P3k3/3n2p1/6P1/8/1B6/2K1b3,-1
6470,r1b1k1nr/p1ppqpb1/2n1p2p/1p4p1/1P6/B2BPP2/P1PP1NPP/RN1Q1KR1,1
6471,1nbqk1nQ/2pp1pp1/r2bp3/pp6/1P3P2/P1P4P/3PP1P1/RNB1KBNR,1
6472,5rk1/R7/2B2p2/1p1p4/3nn3/1bp5/7K/3b4,-1
6473,8/8/k7/1R1B2K1/8/8/2n5/8,-1
6474,q7/4k3/1P5p/b7/5PR1/6K1/p7/b7,-1
6475,7B/8/P3k3/6p1/5nP1/8/1K6/4b3,-1
6476,8/7k/n6p/p7/1r3K2/8/2b5/8,-1
6477,7k/8/5K2/8/5p2/1p6/8/5R2,-1
6478,1rbqkbn1/pp1pp3/nr6/1Pp2pp1/4P2p/P1PP1P2/3B1KPP/RN2QBNR,-1
6479,r1bqr3/b3pk1n/6p1/pP3p1P/2Rp3P/2NPPP2/1PP1K2R/2BQ1B2,1
6480,rnq1kb1r/p1p1p3/3pb2p/1p3ppn/1PP2P2/B2P3P/PN2PKP1/R2Q1BNR,-1
6481,8/8/P7/1b1K4/8/8/2r5/k7,1
6482,8/8/8/3R4/8/2k5/8/3K4,-1
6483,8/8/3rk1P1/3R4/5p2/5K1p/8/8,-1
6484,5q2/8/8/8/2kB4/8/1R6/6K1,-1
6485,1B6/8/1RP1P1k1/8/p1pP3K/P1r5/5n1Q/2b5,-1
6486,2k5/8/8/7K/8/8/2N5/5r2,1
6487,4n1q1/1Qn3k1/R5B1/4p3/5B2/2pK1p2/4NR2/7r,1
6488,8/8/8/2R1K3/8/k7/8/8,1
6489,r2qkbb1/p1p1p2r/n2p2pn/1P2p3/1P4pP/3Q3R/2PP1P2/RNB1KBN1,1
6490,7k/8/8/8/8/7r/5K2/8,1
6491,7k/8/8/8/8/2p5/4K1Q1/8,-1
6492,8/8/R2r1pk1/1p6/7K/3n1b2/2p5/6n1,-1
6493,6k1/8/8/8/8/8/8/2b1K3,-1
6494,rnbqkb2/1ppp1r2/5p2/pN4pp/1P1PpNP1/2P2P2/P3n2P/1RBQKB1R,-1
6495,8/k7/5R2/3B4/4K1n1/1p6/8/2r5,-1
6496,rn2k3/1ppqb1p1/7r/Q2b1p2/1P1pNpPp/B2P4/P1R1PP1P/4KB1R,1
6497,1r4B1/pbk5/1p3p2/1Pppr3/2P3K1/B1b4p/n2R4/8,-1
6498,1nbqkb1r/1pppp1p1/5n2/1p3p1p/8/1QPP4/rB1KPPPP/R4BNR,1
6499,r2qkbnr/N1p4p/b3P1p1/2p2p2/1P1n2PP/8/P2PP3/RQB1KBNR,-1
6500,7k/8/8/4R3/8/8/5K2/8,-1
6501,b2k4/8/7K/8/8/8/8/6r1,1
6502,8/6k1/7n/5p1K/1p6/8/R7/b7,-1
6503,rnq2bbr/p1p1p3/3p2kp/1pP2ppn/1P3P1P/B2P1K1N/PN2P1P1/R2Q1B1R,-1
6504,3r2r1/p1pk1pPQ/1p1pRP2/q6p/n1P4P/1RPB4/3K2P1/8,1
6505,7k/5p2/2b2Pp1/4p3/p2Pp2P/P7/6r1/2K4R,1
6506,1r4n1/Q3Pk2/3p4/3q1Pp1/2p4p/r1bP3N/2R1K1PP/1N3BBR,-1
6507,8/5R2/6B1/2k4P/8/3R3p/7P/K7,-1
6508,4B1nr/4b3/n1r1k1b1/1PPq1N2/p1PpPP2/N3P2Q/1B2R1PP/5K1R,1
6509,4q3/3k1P2/7p/8/8/2b5/pb6/6K1,-1
6510,rq3b2/6pr/Bn1Qpk2/p2ppn1p/1p1P2PP/PN3R2/N4P2/2BR1K2,1
6511,6r1/5b2/rb4kP/P4pP1/3P1P2/2PP4/4KB1R/8,1
6512,6k1/8/3R3n/5p1K/8/1p6/8/b7,-1
6513,2rqk3/3ppp1r/p4n1b/B1p1P1Pp/P1P4P/N1P3P1/nP1K4/R4R2,-1
6514,rnbqkbnr/pppp1ppp/4p3/8/P2P4/8/1PP1PPPP/RNBQKBNR,-1
6515,rn3k2/1p6/7p/p1p5/2P1K3/1b6/1P6/2r5,-1
6516,8/k7/N7/8/8/2n1K3/8/8,-1
6517,r4kn1/p5b1/3pP3/2q2Pp1/r1p4p/P1PP1K1N/R4QPP/1N3BBR,-1
6518,4k1nr/ppp1b3/4Q3/5KB1/8/2N5/PPP2PpP/R5NR,-1
6519,1nb2kn1/5pbr/rp2p3/p2p4/P1Pp3p/6PN/RP2PPNP/2B1KBR1,-1
6520,2bqk1n1/1r1p4/1pn3p1/p1BP3p/1pP1P2P/P4p2/5KQR/RNN2B2,-1
6521,8/8/3r1pk1/1p6/4b1K1/2pn4/8/R5n1,-1
6522,5rk1/1R6/2B2p2/1p1p4/3nn3/2p5/b3b3/6K1,-1
6523,4k3/8/5P1p/2B5/8/q7/p2b3K/b7,-1
6524,8/8/1N1k4/8/2K5/7p/2B4P/8,-1
6525,8/8/8/3R4/8/1k6/4K3/8,-1
6526,1K3k2/8/8/p7/P7/4b3/8/8,-1
6527,8/1n3p2/5P2/4k3/8/1b4p1/1K3b2/8,1
6528,8/8/8/8/q6R/8/3B4/4k1K1,-1
6529,8/3k4/8/7B/1p4n1/3K4/5R2/5r2,-1
6530,R7/b1P1Pk2/5B2/3P4/p1p3K1/P7/n7/8,-1
6531,5rk1/2Q5/2P1PnPb/ppB5/3P1N2/8/P3B3/1qR2K2,-1
6532,3b1k2/6r1/pr6/8/4P1pp/1R6/6KP/B5Q1,1
6533,8/8/3k4/8/8/5K2/8/8,1
6534,8/8/8/2R5/k7/8/4K3/8,-1
6535,7k/8/8/2p2nP1/8/5b2/5K2/5b2,-1
6536,rnbqkbnr/pppppp1p/8/6p1/8/7N/PPPPPPPP/RNBQKB1R,1
6537,rnbqkb2/1ppp2pr/5p2/p6p/1P1PpNP1/N1P2Pn1/P2BP2P/1R1QKB1R,-1
6538,6R1/8/8/1n3p1k/8/1K6/6p1/8,1
6539,4r3/n5Nk/r3q3/1pp3P1/7P/8/5K2/8,1
6540,8/3B2k1/8/1K6/8/7p/1N5P/8,-1
6541,n2k4/8/8/8/4R3/n7/2p3K1/8,1
6542,6K1/8/5r2/8/1PNb4/p7/3k4/5R2,1
6543,4rk1r/p1p5/3ppb1p/1p3Np1/1P2P1B1/B1N3P1/P2n1K1P/1RQ3R1,1
6544,8/8/8/2R1K3/8/8/k7/8,1
6545,8/5R2/8/3k4/8/3K4/8/8,-1
6546,8/5p2/5P2/6p1/p3pk2/4p3/8/3K3b,1
6547,8/7k/n2K3p/pr6/8/8/2b5/8,-1
6548,1k2B2R/8/8/6K1/8/8/8/8,-1
6549,rnbqkbnr/2pppppp/8/pp6/8/P1P5/1P1PPPPP/RNBQKBNR,1
6550,rnbqkbnr/pp3ppp/4p3/3p4/8/2N2N2/PPPP1PPP/R1BQKB1R,1
6551,1K6/3k2n1/4b2p/8/8/p7/8/8,-1
6552,8/K7/8/p7/P7/2b5/4k3/8,-1
6553,1r4Br/p1k5/bp3p2/1Ppp3P/2P2K1p/B7/nbR3R1/8,-1
6554,8/P3K3/8/8/8/3b4/1r6/1k6,1
6555,r1bqkr2/2R1p2n/p5p1/1pb2p1P/P2pN2P/3PPP2/1PP4R/2BQKB2,1
6556,R4n1b/8/3k4/6p1/6P1/8/8/1K6,-1
6557,8/r7/8/8/1k3K2/8/8/8,1
6558,1b6/8/8/PK6/8/2k5/8/8,-1
6559,1rbqk1rN/2p1b3/2n2p2/pp1p4/1P1PP1pp/1QP4R/P2N1KB1/R1n5,-1
6560,5b2/2R4r/3p1P2/p7/P7/8/1K5k/7n,-1
6561,3n1b2/1b2p3/2P1k1p1/1p3pPr/4NP1P/B1rQ2p1/R1P1K3/5RN1,-1
6562,3rk1nr/ppp1b1p1/4Q3/8/3P3p/2N5/PPP2PPP/R1B1K1NR,-1
6563,k1B4K/8/8/8/8/8/7R/8,-1
6564,rnbqkb2/1ppppppr/p6n/7p/1P1P4/N4P2/P1P1P1PP/R1BQKBNR,-1
6565,4r3/3kb3/3n4/2B3N1/2B4p/7R/4K1PP/6R1,-1
6566,3k4/1r2pr2/p3P2P/3p3p/1PN3pP/2K5/1P6/3qR3,-1
6567,rnbqkbnr/pppp1p1p/4p1p1/8/2P5/N7/PP1PPPPP/R1BQKBNR,-1
6568,6R1/8/5B2/7n/p7/8/8/5k1K,-1
6569,rn2kbnr/p1p3pp/4p3/1PPpp3/7q/4Pb2/3P1P2/2K5,-1
6570,rnbk3r/pp1p1ppp/2pbpn2/8/P2P3q/3QN3/1PP1PPPP/R1B1KBNR,-1
6571,r1b2knr/p1pp1B2/4pb1p/1p4p1/1P1n2N1/B1qPPPP1/P4K1P/RNQ3R1,1
6572,2n5/2k5/5K2/8/8/8/8/8,-1
6573,8/7P/5k2/2p5/8/8/6K1/8,-1
6574,8/2b2k1P/r4R2/P4pP1/3P1P2/1r1PB1K1/b7/8,1
6575,7r/n5Nk/r7/1pp3P1/6qP/8/5K2/8,1
6576,8/8/R7/6kP/p7/4nP2/p6K/7B,-1
6577,r1bqk2r/2ppnp1p/1p5b/P2n2p1/4N1P1/BpN2R2/2PPB2P/1R1QK3,1
6578,3r4/4k3/5b2/1n4N1/2pB3p/1R5p/6PP/3K1BR1,-1
6579,4n3/1K5k/r3b2p/p7/8/8/8/8,-1
6580,2r1k2r/p2b1N1p/npp3p1/5p1P/1bQ5/2BPPP2/PPP3BP/R4KNR,-1
6581,2b1kr2/3p2p1/1p6/1Br1pn2/1nPp1BPp/1P3N2/5P1P/RNQ1K2R,-1
6582,1K6/8/5kR1/p7/P7/8/8/6b1,-1
6583,8/5p2/4kP2/6p1/4p3/K3p3/8/7b,1
6584,8/4K3/5r2/8/8/8/1k6/7R,1
6585,7r/7N/2k2n1p/b6P/P4NP1/4R3/4B3/2B3K1,-1
6586,8/8/7P/5k2/1R6/5B1p/3K3P/8,-1
6587,1nb1krn1/2rp1pp1/Bp1Bp3/6Np/2PpP1P1/NP6/2Q2P1P/1R2K1R1,-1
6588,3k4/8/8/8/5r2/4Kp2/6NB/8,1
6589,rnbk3r/pp1p1ppp/2p1pn2/4b3/P2PQ2q/4N3/1PP1PPPP/R1B1KBNR,-1
6590,8/2r5/B7/3k4/3R2p1/P4P2/8/1b5K,1
6591,rnbqkbnr/p1p2ppp/8/3pp3/2P3PP/8/1P1PPP2/r1BQKBNR,-1
6592,8/n7/8/1pp4k/6N1/3r4/2B4K/8,1
6593,rnb1krn1/3p1ppp/Bp2p3/2p3N1/4P1P1/bPP5/2QP1P1P/RNB1K1R1,-1
6594,7R/1k6/6B1/7K/8/8/8/6n1,-1
6595,r1b1k1nr/p1ppqpb1/2n1p2p/1p4p1/1P6/B2BPP2/P1PP1NPP/RN2QKR1,1
6596,1n2k1n1/1b2bp2/r3pPp1/pqP5/2pPp2Q/P1P3PP/R2B4/3K1BNR,1
6597,8/1r6/3p3P/pp1p1P2/1b6/P5k1/5Np1/2RK3n,-1
6598,5q1r/3k2bp/2npp3/rPp2p2/p3P1pP/1PQN2PN/P4K2/2R2B1R,-1
6599,8/7R/2q5/8/8/2B5/2k5/6K1,-1
6600,1rq2b2/5kpr/1n2p2n/p1Qpp2p/1p1Pb1PP/PR6/1B1NNP2/3RKB2,1
6601,8/K7/8/1k6/8/8/7R/8,1
6602,R3n2q/5B2/3n1kp1/Q3p1Br/3p4/2P2p2/3KN3/4rR2,1
6603,rn2k2r/1pp2p2/4b2p/p7/P3pK2/8/1PP5/2R5,-1
6604,8/6r1/4kB2/p7/4r2p/5R1K/7p/8,1
6605,8/2qR4/5B2/8/8/8/2k5/7K,-1
6606,4n3/7k/6N1/2p3P1/b7/8/8/3b2K1,-1
6607,rn2kbnr/ppp2ppp/8/4p3/P1b5/8/1PPB4/R5K1,-1
6608,8/8/8/4B3/p7/7n/4k3/1R5K,-1
6609,r2qkb2/p1p1pb1r/n5pn/RP1pp3/1P4pP/3Q3R/2PP1P2/1NB1KBN1,1
6610,4n2k/8/b2N4/2p3p1/r1PR2P1/3pp2P/8/2K5,-1
6611,4R3/1k6/8/8/5R2/bB4Pp/7P/1K4n1,-1
6612,5b2/8/3p1P2/p1R5/6r1/P7/8/K5kn,-1
6613,rnbqkb2/pppp1pp1/7r/3np2p/1PP5/1Q1P4/PB2PPPP/RN2KBNR,1
6614,8/8/8/p7/7r/4k3/1K6/8,1
6615,2k5/8/7K/8/8/8/5r2/4N3,1
6616,8/k7/8/7K/8/4Rn2/8/1B6,-1
6617,1rbqk1rN/2p1b3/5p2/pp1pn3/1P1PP1pp/1QP5/P4KB1/RNn4R,-1
6618,1r6/6k1/8/p7/8/7p/7K/5r2,1
6619,6k1/8/8/8/8/8/5K2/8,1
6620,8/8/2p1B2b/8/3k2rp/K4p1P/8/3n4,1
6621,8/8/3k4/8/8/4r3/6K1/8,1
6622,r2qkb2/P3pbnr/B5p1/2R1p3/1nNp2pP/B2P1PN1/Q1P4R/4K3,1
6623,q6k/8/nB1p4/3Pr1pp/1PP1P1QP/3N2K1/5p1R/RN6,-1
6624,3k4/8/6K1/8/8/5r2/8/1N6,1
6625,2R5/8/k3r1pr/2p2b1p/ppP4P/P2q1PN1/4B1P1/1R2KnR1,1
6626,b1k5/8/5K2/8/8/8/8/6r1,1
6627,8/3r1Kp1/1q1N4/b7/p2p4/P5kr/nB2R3/3R4,1
6628,rnbqkb2/1ppp2pr/p4p1n/7p/1P1Pp3/N1P2P1N/P2BP1PP/R2QKB1R,-1
6629,8/N7/8/8/7P/3K4/6k1/8,-1
6630,2bq1bn1/rp1p3r/p1n2kp1/4p2p/1pPPPBpP/3Q1P2/P2K4/RN3BNR,-1
6631,4n2k/8/b7/2p2Np1/2P1R1P1/4p2P/1r1p4/3K4,-1
6632,8/2K5/8/8/6kP/2N5/8/8,-1
6633,8/7K/5r2/8/1P6/N7/5k2/8,1
6634,8/8/1R6/8/8/5K2/2k5/8,-1
6635,rnbqk1nr/pppp1pp1/4p3/7p/PbP1P3/8/1P1P1PPP/RNBQKBNR,-1
6636,1n2k1n1/1b3p2/r3pPp1/pqb5/2pPp2Q/P1P1B1PP/R7/3K1BNR,1
6637,2rk1b1r/p1pb2pp/np6/2qppp1P/2N5/2QPPPBB/PPP4P/R4KNR,-1
6638,8/8/5n2/4B1R1/p7/8/8/4k2K,-1
6639,3n1k2/5N2/B6n/2RPpr2/1p3P1p/1K4P1/r1R4P/8,-1
6640,8/6K1/2Nr2p1/8/pnR5/P4k2/8/4b3,1
6641,8/1r6/3n3R/4k2P/p1P5/p4P2/6K1/R6B,-1
6642,4r2r/q2B2p1/4p1k1/3p3p/pR4Pb/P2p1K2/N1N2P2/2B1Qn1R,1
6643,4R3/4r1b1/2Pp3P/pp1p1P2/1P3k2/6q1/P1K3p1/6Nn,-1
6644,2b1kr2/2rp2p1/Bp5n/4pp2/1nPpPBPp/NP3N2/5P1P/R1Q1K1R1,-1
6645,8/8/8/1k2K3/8/8/5r2/8,1
6646,8/n4r2/7k/1pp5/8/7K/8/8,1
6647,5k2/8/8/8/8/5p2/5K2/8,-1
6648,6K1/3r2p1/1q1N4/8/p2p4/P3R2r/nB3k2/2R1b3,1
6649,r2qkbnr/ppp1ppp1/2n3b1/3p3p/2P1P2P/1P6/P1NP1PP1/R1BQKBNR,1
6650,7k/8/8/2pn4/7r/8/6K1/1n6,1
6651,r2k1b1r/ppp3pp/n3b3/1q1ppp1P/2N5/2QP1P1B/PPP1P2P/R1B1K1NR,-1
6652,2kbr3/1n5B/8/3R2N1/1B5p/7R/3K2PP/8,-1
6653,5r1k/8/8/8/8/8/4K3/8,1
6654,r5R1/p2n1kb1/1pPp4/2Rpr2p/1P4PP/3p1P2/P3B3/4K1Nn,-1
6655,8/8/4R3/6kP/p1P5/p4P2/3n4/6KB,-1
6656,7k/8/8/8/8/8/2r5/4K3,1
6657,8/1K6/8/p1k5/P7/8/3b4/8,-1
6658,8/k7/3R4/3B4/4K3/1p2n3/8/2r5,-1
6659,7b/P7/3kn3/6p1/6P1/8/8/1K6,-1
6660,8/4K3/P7/8/8/2k5/8/6b1,-1
6661,3n1q1r/3k3p/3pp3/rPp1bp1P/4P1p1/pPQ3PN/P4K2/3R1B1R,-1
6662,1R1n1k2/8/b1r1R3/1P3pPp/5p2/8/5K2/6N1,-1
6663,8/r7/2Rp3P/pp1p1P2/1P6/3K2kN/P5p1/4b2n,-1
6664,r2qkbnr/5p2/n7/pPp1p1pp/1PPp4/N2BPQ1b/R2PNPPP/2B1K2R,1
6665,8/4krb1/p1Rp1R2/3r2pp/N3P3/Pp5B/1B3KpP/6Q1,1
6666,3q2r1/2p5/bpn1kp1b/3p2p1/1R2P1Pp/3n3N/Q6P/K4B2,1
6667,8/8/1P1Pk3/8/8/3R4/p6b/2n4K,-1
6668,6k1/6b1/7p/8/q3K3/2b5/8/8,-1
6669,5b2/r7/3p4/pp3P2/8/P7/8/K3R1kn,-1
6670,1K6/3r4/2p4b/8/5k1p/8/8/3B4,1
6671,2k5/rN6/4qppr/p1p1PN1p/p1P1b2P/PP2nP2/4n1P1/1R2KB1R,1
6672,r1bq2nr/p2pkBb1/np3p2/1Pp3pP/N1P3KP/1R6/P2n4/R1BQ4,-1
6673,1b1k3N/4r3/P5P1/3b1p2/1B1P1P2/5r2/6K1/8,1
6674,6R1/8/8/7P/p6k/8/8/3n3K,-1
6675,2R1n3/1n3k2/4p1p1/1r2p3/Q2p4/2P1bp2/2B1NB1q/4KR1r,1
6676,8/1K3k2/1R5P/8/8/5B1p/7P/8,-1
6677,1B2r2k/3q4/n2p4/3PN2K/2P1P2P/8/7R/1N3n2,-1
6678,3n1q1r/3k3p/3pp3/rP3p1P/2p1PNp1/pPb3P1/P4K2/3R1B1R,-1
6679,r1b3Br/p1k5/1p3p2/1Ppp3P/2P2K1p/B7/nbR5/5R2,-1
6680,4k2n/8/8/2K5/6P1/1R6/1b6/8,-1
6681,5q1k/8/1B1p4/3Pr1pp/1nP1P2P/3N1Q2/5pKR/RN6,-1
6682,4b3/3R2k1/3r1p2/1p6/7K/8/2p5/4n1n1,-1
6683,2r5/5R2/2B2pk1/1p1p4/3nn3/2p2b2/2b4K/8,-1
6684,3n2k1/4br2/BP2p1Nn/2rb1p2/1p1pPPNp/R5P1/2R4P/1K6,-1
6685,q6k/8/1B1p4/3Pr1pp/1nP1P2P/3N1QK1/5p1R/RN6,-1
6686,1nbq1bnr/rp1p1k2/p5p1/4p2p/1pPPPBp1/1Q3P1P/P7/RN2KBNR,-1
6687,8/4R3/6k1/8/8/8/8/6K1,-1
6688,6n1/8/4kp2/7K/1p5R/r7/1b6/8,-1
6689,8/5k2/7n/1R3p1K/8/1p6/8/b7,-1
6690,rn1qkb2/ppp2pp1/Qn2b2r/3pp3/1PP2N1p/3P4/PB1NPPPP/R3KB1R,1
6691,8/N7/8/8/4K2P/8/6k1/8,-1
6692,6b1/4r3/8/3k4/6p1/P4P2/8/3B3K,1
6693,8/7P/4R3/5n2/p7/8/8/5k1K,-1
6694,3b4/8/8/1Bk4P/4R3/6Rp/1K5P/8,-1
6695,2b1r3/5k1n/rb4N1/pP1q1p1P/2RPp2P/3P1P1R/1PP1K3/2BQ1B2,1
6696,1Qn1r3/5k2/1B1p1b2/8/2p2Npp/7N/6PP/1R1K1BR1,-1
6697,1n2r3/2p5/Rp5b/2Qqkp2/1n3pPp/7P/8/KB6,1
6698,8/6b1/P6P/3k2p1/6P1/8/1nK5/8,-1
6699,8/7r/2Rp1P1b/p7/P7/7k/K7/7n,-1
6700,4r1k1/B2pnb2/1qr5/1p4P1/N6P/Q7/2PRK3/7n,1
6701,2R5/5k2/6b1/1p6/1n2Np2/1K1PQP1p/P6P/B6B,1
6702,1B5k/8/2qp4/3Pr3/1nP1P1pP/3N2K1/5p1R/RN6,-1
6703,6k1/8/7q/8/6K1/5p2/8/8,-1
6704,rn2kbq1/2p1p2n/p1P5/1p3pP1/1N4P1/B2P3N/P5B1/Q3RK2,-1
6705,r1bqkbnr/pp1ppp2/n7/2p3p1/1P5p/P1PP1P2/3NPKPP/R1BQ1BNR,-1
6706,2r5/6pr/1q2p2k/3p3P/p4K2/P2p4/N1N2b2/1RB1QR2,1
6707,6q1/2n1k3/6r1/2R1B3/8/n1pK4/4pR2/8,1
6708,5k2/6b1/3b3p/5K2/8/8/8/q7,-1
6709,1R6/2P1P2k/8/4B3/p1pP3K/P1rn4/8/2b2Q2,-1
6710,5k2/2q5/1P3P1p/b4K2/8/8/p7/b7,-1
6711,3r4/2p5/6Bb/3nk1q1/2p2ppp/7P/8/KQ6,1
6712,1r1nqr2/3k4/1P1p2Np/3R1p1P/1b4p1/p5P1/p4KBR/8,-1
6713,rnbqk3/1ppp1r2/3b1p2/pN4pp/1P1PpNPP/2P2Pn1/P1Q3B1/1RB1K2R,-1
6714,4k3/8/pr1pP2R/3p3p/6pP/1P6/q7/R2K1r2,-1
6715,8/3r4/3k4/6p1/BR6/P2brP2/8/6K1,1
6716,8/2r5/8/p6k/4K3/8/8/7r,1
6717,7b/8/P6P/3k2p1/6P1/8/1n6/1K6,-1
6718,7K/8/8/R7/3k4/5r2/8/8,1
6719,8/8/2p5/8/4k2p/7P/K4n2/2bB3r,1
6720,rnbqkb1r/pppppppp/5n2/8/6P1/3P4/PPP1PP1P/RNBQKBNR,-1
6721,8/8/R2r1pk1/1p6/4b1K1/3n4/2p5/6n1,-1
6722,5N2/1k6/5n1p/b6P/P4NP1/4R3/8/2B3K1,-1
6723,8/8/8/1K6/2R5/8/1k6/8,1
6724,8/8/6k1/8/8/8/8/4R1K1,-1
6725,k7/8/2K4p/7n/8/p6b/8/8,-1
6726,r1bqkbnr/p1p1np1p/3p2p1/1pP1p3/5PPP/N7/PPQPP3/R1B1KBNR,-1
6727,rnbqkbnr/p1p1pppp/8/3p4/2P4P/8/pP1PPPP1/RNBQKBNR,-1
6728,1n4kb/1b3p1r/1p2pB1n/8/rpPpP1Np/3p1PP1/4BNRP/R1K5,-1
6729,8/8/8/2k5/8/6K1/2n5/6n1,1
6730,2k5/rN6/5ppr/p1pqPN1p/p1P1b2P/PP2nP2/4n1P1/1R2KB1R,1
6731,6k1/8/1N6/2K5/8/7p/7P/5B2,-1
6732,r2qkbn1/2pppp1r/p7/4P1Pp/Pnp4P/N1P3P1/1P1P4/R1B1K2R,-1
6733,4n3/6k1/4b3/2p3P1/1N4P1/8/5K2/3b4,-1
6734,r3k1nr/pppbbppp/8/3pQ3/4P3/8/PPPP1PPP/RNB1K1NR,-1
6735,3n1B2/1N3k1r/b1P3p1/1p3pP1/2P2p1P/2r5/4RRK1/6N1,-1
6736,rnb2kn1/5pbr/1p2p3/p1pp3p/P1PP4/4N1PN/RP2PP1P/2B1KB1R,-1
6737,8/1k2r3/6pr/5b2/ppP4P/P4Pq1/4B1P1/3R1K1R,1
6738,7b/8/P3k3/6p1/5nP1/B7/8/1K6,-1
6739,8/4k1b1/3b3p/8/7K/8/8/q7,-1
6740,4n2k/8/b2N4/2p3p1/1rP1R1P1/4p2P/3p4/3K4,-1
6741,5k2/3R2p1/bp1n4/1P1r4/1rP1pBP1/N2p3P/8/4K1R1,-1
6742,R4b1q/3kp1n1/B2r2p1/n3pb2/R1Np3r/2P2p2/1Q2N3/2B1K1R1,1
6743,4n3/6k1/8/1bp1R1p1/2r2NPP/8/3pK3/8,-1
6744,4N2r/n3q3/r5Pk/1pp5/7P/4K3/8/8,1
6745,r2qr3/B2pn1k1/2p3N1/1p1P4/NR2b1PP/6n1/2P2K2/3Q3B,1
6746,8/8/7P/2p5/5k2/8/6K1/8,-1
6747,r1bq1knr/2ppnp1p/1p5b/4p1p1/Pp3PP1/B3P2N/2PPB2P/RN1QKR2,1
6748,rnbq2nr/p2pkBb1/1p3p2/2p3pp/N1P3PP/4pK1R/PP1P1P2/R1BQ4,-1
